Start_Date,Start_Time,Heartrate,Risk
2028-07-03,02:06:02,75,0
2028-07-05,02:06:02,79,0
2028-07-06,02:06:02,75,0
2028-07-07,02:06:02,85,0
2028-07-08,02:06:02,78,0
2028-07-09,02:06:02,73,0
2028-07-10,02:06:02,84,0
2028-07-11,02:06:02,75,0
2028-07-12,02:06:02,87,0
2028-07-13,02:06:02,82,1
2028-07-14,02:06:02,77,0
2028-07-15,02:06:02,89,0
2028-07-16,02:06:02,75,0
2028-07-17,02:06:02,74,0
2028-07-18,02:06:02,85,0
2028-07-19,02:06:02,83,1
2028-07-20,02:06:02,72,0
2028-07-21,02:06:02,83,0
2028-07-22,02:06:02,78,0
2028-07-23,02:06:02,81,0
2028-07-24,02:06:02,85,0
2028-07-25,02:06:02,87,1
2028-07-26,02:06:02,84,0
2028-07-27,02:06:02,81,0
2028-07-28,02:06:02,90,0
2028-07-29,02:06:02,83,0
2028-07-30,02:06:02,89,0
2028-07-31,02:06:02,83,0
2028-08-01,02:06:02,78,0
2028-08-02,02:06:02,98,0
2028-08-03,02:06:02,80,0
2028-08-04,02:06:02,82,0
2028-08-05,02:06:02,84,0
2028-08-06,02:06:02,74,0
2028-08-07,02:06:02,80,0
2028-08-08,02:06:02,82,0
2028-08-09,02:06:02,79,0
2028-08-10,02:06:02,84,0
2028-08-11,02:06:02,91,0
2028-08-12,02:06:02,79,0
2028-08-13,02:06:02,75,0
2028-08-14,02:06:02,76,0
2028-08-15,02:06:02,82,0
2028-08-16,02:06:02,94,0
2028-08-17,02:06:02,78,0
2028-08-18,02:06:02,82,0
2028-08-19,02:06:02,80,0
2028-08-20,02:06:02,81,0
2028-08-21,02:06:02,80,0
2028-08-22,02:06:02,75,0
2028-08-23,02:06:02,78,0
2028-08-24,02:06:02,86,0
2028-08-25,02:06:02,77,0
2028-08-26,02:06:02,80,0
2028-08-27,02:06:02,78,0
2028-08-28,02:06:02,84,0
2028-08-29,02:06:02,89,0
2028-08-30,02:06:02,90,1
2028-08-31,02:06:02,85,1
2028-09-01,02:06:02,73,0
2028-09-02,02:06:02,79,0
2028-09-03,02:06:02,74,0
2028-09-04,02:06:02,94,0
2028-09-05,02:06:02,83,0
2028-09-06,02:06:02,83,0
2028-09-07,02:06:02,83,0
2028-09-08,02:06:02,84,0
2028-09-09,02:06:02,79,0
2028-09-10,02:06:02,81,0
2028-09-11,02:06:02,88,0
2028-09-12,02:06:02,84,0
2028-09-13,02:06:02,95,0
2028-09-14,02:06:02,77,0
2028-09-15,02:06:02,86,0
2028-09-16,02:06:02,81,0
2028-09-17,02:06:02,83,0
2028-09-18,02:06:02,73,0
2028-09-19,02:06:02,82,0
2028-09-20,02:06:02,85,0
2028-09-21,02:06:02,90,0
2028-09-22,02:06:02,76,0
2028-09-23,02:06:02,86,0
2028-09-24,02:06:02,85,0
2028-09-25,02:06:02,81,0
2028-09-26,02:06:02,89,0
2028-09-27,02:06:02,81,0
2028-09-28,02:06:02,80,0
2028-09-29,02:06:02,72,0
2028-09-30,02:06:02,86,0
2028-10-01,02:06:02,84,0
2028-10-02,02:06:02,74,0
2028-10-03,02:06:02,73,0
2028-10-04,02:06:02,72,0
2028-10-05,02:06:02,90,0
2028-10-06,02:06:02,78,0
2028-10-07,02:06:02,82,0
2028-10-08,02:06:02,80,0
2028-10-09,02:06:02,82,0
2028-10-10,02:06:02,91,0
2028-10-11,02:06:02,76,0
2028-10-12,02:06:02,84,0
2028-10-13,02:06:02,82,0
2028-10-14,02:06:02,83,0
2028-10-15,02:06:02,82,0
2028-10-16,02:06:02,83,0
2028-10-17,02:06:02,83,0
2028-10-18,02:06:02,83,0
2028-10-19,02:06:02,79,0
2028-10-20,02:06:02,74,0
2028-10-21,02:06:02,73,0
2028-10-22,02:06:02,69,0
2028-10-23,02:06:02,77,0
2028-10-24,02:06:02,99,0
2028-10-25,02:06:02,77,0
2028-10-26,02:06:02,94,0
2028-10-27,02:06:02,82,0
2028-10-28,02:06:02,79,0
2028-10-29,02:06:02,80,0
2028-10-30,02:06:02,79,0
2028-10-31,02:06:02,92,0
2028-11-01,02:06:02,83,0
2028-11-02,02:06:02,84,0
2028-11-03,02:06:02,78,0
2028-11-04,02:06:02,81,0
2028-11-05,02:06:02,79,0
2028-11-06,02:06:02,84,0
2028-11-07,02:06:02,79,0
2028-11-08,02:06:02,77,0
2028-11-09,02:06:02,81,0
2028-11-10,02:06:02,81,0
2028-11-11,02:06:02,81,0
2028-11-12,02:06:02,81,0
2028-11-13,02:06:02,72,0
2028-11-14,02:06:02,89,0
